row,rid,lang,theme,month,ang,iro,hop,rsg,ent,anx,cnt,frm,hum,prf,evid,aff,dis,exh,rsl,care,fair,loya,auth,libe,trad,sexp,indv,scfr,cnsp,dogm,itru,wtru,hawk,ogh,lgbt,gtrd,sxm
136,r_32e21d9f25fd,uk,society-culture,2024-02,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,1,0,1,0,2,0,0,0,2,3,2,0,-1,1,0,0,0,0
137,r_d3dbec51e4d1,uk,society-culture,2024-02,0,2,0,0.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
138,r_80b5692ae2f7,uk,society-culture,2024-02,2,1,0,1.0,0.0,1,3.0,1,0,1.0,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,2,-1,0,0,1,0,0,0
139,r_7d269adec307,uk,society-culture,2024-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
140,r_6b97c50618b2,uk,society-culture,2024-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
141,r_b2b3caa52355,uk,society-culture,2024-02,0,1,0,0.0,0.0,0,0.0,2,1,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
142,r_e41d41cbf0d1,uk,society-culture,2024-02,2,0,0,0.0,0.0,0,2.0,2,0,0.0,1,0,0,0,0,2,2,2,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
143,r_4ac5f87d743f,ru,society-culture,2024-02,3,2,0,1.0,0.0,2,3.0,1,1,0.0,0,0,0,0,0,2,0,0,0,3,0,1,1,2,2,2,-2,0,0,1,0,0,0
144,r_32e21d9f25fd,uk,society-culture,2024-02,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,1,0,1,0,2,0,0,0,2,3,2,0,-1,1,0,0,0,0
145,r_d3dbec51e4d1,uk,society-culture,2024-02,0,2,0,0.0,0.0,0,1.0,2,1,0.0,0,0,0,0,0,0,1,0,0,1,0,0,0,1,1,1,0,0,0,0,0,0,0
146,r_80b5692ae2f7,uk,society-culture,2024-02,3,2,0,1.0,0.0,0,3.0,1,1,1.0,0,0,0,0,0,2,0,0,0,2,0,0,1,0,0,2,-1,0,0,2,0,0,0
147,r_63e738dcfc58,ru,war-strategy,2024-11,1,1,0,2.0,0.0,0,0.0,1,1,0.0,0,0,0,0,0,1,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,0,0
148,r_b5722c32685e,uk,war-strategy,2024-11,0,4,0,0.0,0.0,0,2.0,3,2,0.0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,-1,0,0,1,0,0,0
149,r_b5722c32685e,uk,war-strategy,2024-11,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
150,r_136776de3c13,ru,war-strategy,2024-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
151,r_136776de3c13,ru,war-strategy,2024-11,1,2,0,0.0,0.0,2,1.0,2,1,0.0,2,0,0,0,0,2,2,0,0,1,0,0,0,-1,0,1,0,0,1,0,0,0,0
152,r_136776de3c13,ru,war-strategy,2024-11,1,1,0,0.0,0.0,1,1.0,1,0,1.0,3,0,0,0,1,1,2,0,0,1,0,0,0,-1,0,1,0,0,1,0,0,0,0
153,r_05d4b2c6faef,uk,war-strategy,2024-11,2,0,0,0.0,0.0,2,1.0,2,0,0.0,0,-1,0,0,0,0,1,2,1,0,0,0,0,2,0,1,-1,-1,0,0,0,0,0
154,r_39c8e1057720,ru,war-strategy,2024-11,2,0,0,2.0,0.0,3,0.0,2,0,0.0,1,0,1,0,0,3,0,2,0,0,0,-1,0,2,1,1,0,0,1,1,0,0,0
155,r_63e738dcfc58,ru,war-strategy,2024-11,2,0,0,2.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
156,r_b5722c32685e,uk,war-strategy,2024-11,3,4,0,0.0,0.0,0,3.0,3,2,0.0,0,0,0,0,0,0,0,2,1,1,0,1,1,0,0,2,-1,0,0,0,0,0,0
157,r_136776de3c13,ru,war-strategy,2024-11,0,0,0,0.0,0.0,2,0.0,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,1,0,0,0,0,0,0,0
158,r_05d4b2c6faef,uk,war-strategy,2024-11,2,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,1,1,1,1,0,0,0,0,-1,1,2,-1,-1,-1,0,0,0,0
159,r_39c8e1057720,ru,war-strategy,2024-11,2,0,0,3.0,0.0,3,0.0,2,0,0.0,1,0,1,0,0,3,0,2,0,1,0,0,0,1,1,2,0,-1,1,1,0,0,0
160,r_5cbfbe044b65,uk,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,-1,0,0,0,0,0
161,r_5cbfbe044b65,uk,defense-tech,2025-02,0,1,0,0.0,0.0,0,0.0,1,1,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
162,r_70af4c00d934,uk,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,1,0,0,0,0,1,1,1,0,0,0,0,0,-1,0,1,-1,-1,-1,0,0,0,0
163,r_491a9d95fea1,uk,defense-tech,2025-02,3,3,0,2.0,0.0,2,2.0,1,2,2.0,0,0,1,1,0,2,2,2,-1,2,0,1,1,1,3,3,-2,-1,-1,0,0,0,0
164,r_b81d8b20f44a,uk,defense-tech,2025-02,2,1,0,0.0,0.0,0,1.0,1,1,0.0,1,0,0,0,0,1,2,1,-1,1,0,0,0,0,0,1,-1,-1,0,0,0,0,1
165,r_0060ee5897a7,uk,defense-tech,2025-02,3,0,0,0.0,0.0,0,3.0,1,0,1.0,0,0,0,0,0,0,0,0,-1,1,0,0,0,0,0,3,-1,0,0,1,0,0,0
166,r_0060ee5897a7,ru,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
167,r_d4668bcd705e,it,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
168,r_d4668bcd705e,it,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
169,r_fa3a70523eaf,uk,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
170,r_8c228425335d,uk,defense-tech,2025-02,0,0,2,0.0,1.0,0,0.0,2,0,0.0,1,0,0,0,1,1,0,2,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0
171,r_8e920112b023,uk,defense-tech,2025-02,1,2,0,1.0,0.0,2,0.0,1,1,0.0,0,0,0,0,0,1,0,0,0,1,0,1,1,1,1,1,-1,-1,-1,0,0,0,0
172,r_64857937b6d3,uk,defense-tech,2025-02,3,0,0,0.0,0.0,1,2.0,1,0,1.0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,2,0,-1,1,2,0,0,0
173,r_293c63b224cf,uk,defense-tech,2025-02,1,1,0,1.0,0.0,2,1.0,2,0,0.0,1,0,0,0,0,0,0,1,0,-1,0,-1,-1,-1,3,2,-2,-2,-1,0,0,0,0
174,r_2995c49dbbf8,en,defense-tech,2025-02,0,3,0,0.0,0.0,0,1.0,1,2,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0
175,r_06b6a3259d0b,und,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
176,r_57bfd3b38c26,uk,defense-tech,2025-02,0,0,1,0.0,1.0,0,0.0,3,0,0.0,0,0,0,0,1,0,0,1,2,0,0,1,1,1,0,1,0,0,2,0,0,0,0
177,r_9d1c23bd61c4,uk,defense-tech,2025-02,2,1,0,0.0,0.0,0,3.0,2,0,0.0,1,0,0,0,0,2,2,0,-1,1,-1,1,1,1,0,1,-1,0,0,0,0,0,0
178,r_5cbfbe044b65,uk,defense-tech,2025-02,0,0,0,0.0,0.0,1,0.0,2,0,0.0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,-1,0,0,0,0,0
179,r_0060ee5897a7,uk,defense-tech,2025-02,2,0,0,1.0,0.0,0,3.0,1,0,1.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
180,r_d4668bcd705e,it,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
181,r_8e920112b023,uk,defense-tech,2025-02,0,1,0,1.0,0.0,2,0.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0
182,r_64857937b6d3,uk,defense-tech,2025-02,3,0,0,0.0,0.0,0,2.0,1,0,1.0,0,0,0,0,0,0,0,-1,0,1,0,0,1,1,0,1,0,0,2,1,0,0,0
183,r_293c63b224cf,uk,defense-tech,2025-02,0,1,0,0.0,0.0,2,1.0,2,0,0.0,0,0,0,0,0,0,1,-1,0,1,0,0,0,0,2,2,-1,-2,-1,0,0,0,0
184,r_2995c49dbbf8,en,defense-tech,2025-02,1,2,0,0.0,0.0,0,1.0,1,1,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,0,0,0,0,0
185,r_06b6a3259d0b,und,defense-tech,2025-02,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
186,r_57bfd3b38c26,uk,defense-tech,2025-02,0,0,1,0.0,1.0,0,0.0,3,0,0.0,0,0,0,0,1,0,0,1,2,0,0,1,1,1,0,1,0,0,2,0,0,0,0
187,r_9d1c23bd61c4,uk,defense-tech,2025-02,2,3,0,1.0,0.0,0,3.0,2,1,0.0,1,0,0,0,0,2,3,0,2,2,0,0,1,1,1,2,-1,0,0,0,0,0,0
188,r_56227df4900b,uk,society-culture,2025-09,3,0,0,0.0,0.0,0,2.0,2,0,0.0,0,0,0,0,0,0,2,0,0,3,-1,1,2,2,0,3,0,0,0,2,-1,0,0
189,r_64857937b6d3,ru,society-culture,2025-09,0,0,0,3.0,0.0,2,0.0,1,0,0.0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
190,r_233cb0e0cfc1,mk,society-culture,2025-09,2,0,0,1.0,0.0,1,2.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,2,-2,0,-1,2,4,-2,0,0,0,0,0,0
191,r_275314fccaa1,uk,society-culture,2025-09,2,0,0,0.0,0.0,1,3.0,1,0,0.0,0,0,0,0,0,0,0,0,0,1,1,-1,1,0,0,3,0,0,0,2,0,0,0
192,r_bdb43c48296c,uk,society-culture,2025-09,0,1,0,0.0,0.0,0,1.0,2,1,0.0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0
193,r_9d1c23bd61c4,uk,society-culture,2025-09,3,0,0,0.0,0.0,0,3.0,2,0,1.0,2,0,0,0,0,2,0,1,0,2,1,-1,1,1,0,4,0,0,0,2,0,0,0
194,r_c1ef894b6ff5,uk,society-culture,2025-09,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,-1,0,0,0,0,1,0,0,1,0,0,0,0,1,1,-1,0,1,0,0,0,0
195,r_609654b2d13d,uk,society-culture,2025-09,2,1,0,0.0,0.0,0,1.0,1,1,0.0,1,0,0,0,0,1,2,1,0,0,0,0,0,0,0,2,0,-1,2,1,0,0,0
196,r_c2573b239745,uk,society-culture,2025-09,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
197,r_41cf45f825a5,uk,society-culture,2025-09,1,1,0,0.0,0.0,0,2.0,1,1,1.0,0,0,0,1,1,1,2,1,1,0,0,-1,-1,-1,0,2,-1,0,2,0,0,0,0
198,r_56227df4900b,uk,society-culture,2025-09,3,0,0,0.0,0.0,0,2.0,2,0,0.0,0,0,0,0,0,0,2,0,0,3,-1,1,2,2,0,3,0,0,0,2,-1,0,0
199,r_64857937b6d3,ru,society-culture,2025-09,2,0,0,3.0,0.0,1,0.0,3,0,0.0,0,0,1,0,0,2,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
200,r_233cb0e0cfc1,mk,society-culture,2025-09,3,1,0,0.0,0.0,2,3.0,2,0,1.0,0,0,0,0,0,0,0,0,0,0,2,-1,0,-1,2,2,-2,0,0,1,0,0,0
201,r_275314fccaa1,uk,society-culture,2025-09,3,0,0,0.0,0.0,1,2.0,2,0,0.0,0,0,0,0,0,0,0,1,1,1,1,1,1,1,0,3,0,1,0,2,0,0,0
202,r_bdb43c48296c,uk,society-culture,2025-09,1,1,0,0.0,0.0,0,1.0,3,0,0.0,1,0,0,0,0,0,1,0,1,1,0,1,1,1,0,2,0,0,0,0,0,0,0
203,r_9d1c23bd61c4,uk,society-culture,2025-09,4,1,0,0.0,1.0,0,3.0,2,0,1.0,2,0,0,0,0,3,1,1,0,2,1,1,2,2,0,4,0,1,1,2,0,0,0
204,r_c1ef894b6ff5,uk,society-culture,2025-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,0,-1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,-1,0,0,0,0,0,0
205,r_609654b2d13d,uk,society-culture,2025-09,2,1,1,0.0,0.0,0,2.0,2,1,0.0,1,0,0,1,1,1,2,1,0,0,0,0,0,0,0,2,0,-1,1,1,0,0,0
206,r_c2573b239745,uk,society-culture,2025-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
207,r_1f62f7c27bbe,uk,economy,2026-03,0,0,0,0.0,1.0,0,0.0,2,0,0.0,0,4,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
208,r_d7afc60df6d2,uk,economy,2026-03,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
209,r_f3c058e87411,uk,economy,2026-03,0,0,0,0.0,1.0,0,0.0,3,0,0.0,0,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
210,r_1f62f7c27bbe,uk,economy,2026-03,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
211,r_d7afc60df6d2,uk,economy,2026-03,0,2,0,0.0,0.0,0,0.0,1,2,0.0,0,2,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0
212,r_f3c058e87411,uk,economy,2026-03,0,0,0,0.0,0.0,0,0.0,2,0,0.0,0,4,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0
213,r_ca4ca3e5c445,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
214,r_4b3a9b2f2736,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
215,r_b2b3caa52355,uk,defense-tech,2025-11,2,3,0,0.0,0.0,1,1.0,0,2,1.0,0,-2,0,0,0,0,0,0,0,1,0,0,1,1,2,2,-1,0,0,1,0,0,0
216,r_4cbc867c2ac7,uk,defense-tech,2025-11,3,0,0,0.0,0.0,0,3.0,1,0,0.0,0,-3,0,0,0,2,1,0,0,2,1,-1,1,2,0,2,-1,-1,0,0,0,0,1
217,r_a974842e2727,uk,defense-tech,2025-11,1,2,0,0.0,0.0,0,2.0,1,2,0.0,1,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
218,r_1fd006b29887,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,3,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
219,r_64e05b015f85,uk,defense-tech,2025-11,1,0,0,1.0,0.0,0,0.0,2,0,0.0,0,0,0,0,0,0,0,-1,0,0,0,0,0,0,0,1,-1,-1,0,0,0,0,0
220,r_ca4ca3e5c445,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0
221,r_4b3a9b2f2736,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0
222,r_b2b3caa52355,uk,defense-tech,2025-11,2,3,0,0.0,0.0,0,2.0,1,3,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
223,r_4cbc867c2ac7,uk,defense-tech,2025-11,3,0,0,0.0,0.0,0,3.0,2,0,0.0,1,-2,0,0,0,2,2,0,1,2,1,0,1,1,0,2,-1,-1,0,0,0,0,0
224,r_a974842e2727,uk,defense-tech,2025-11,1,2,0,0.0,0.0,0,1.0,1,2,0.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
225,r_1fd006b29887,uk,defense-tech,2025-11,0,0,0,0.0,0.0,0,0.0,3,0,0.0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
226,r_64e05b015f85,uk,defense-tech,2025-11,2,0,0,2.0,0.0,0,0.0,1,0,0.0,0,0,1,0,0,1,0,1,0,0,0,-1,0,-1,0,1,-1,-1,0,0,0,0,0
227,r_76ae4411ccd6,uk,geopolitics,2024-09,1,3,0,0.0,0.0,0,1.0,0,3,1.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
228,r_76ae4411ccd6,it,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
229,r_779e3094075a,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,1,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
230,r_37ca401a5642,uk,geopolitics,2024-09,0,2,0,0.0,0.0,0,0.0,0,2,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
231,r_37ca401a5642,uk,geopolitics,2024-09,0,2,0,0.0,0.0,0,0.0,2,2,0.0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
232,r_b282b7a9cc2e,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
233,r_c2febcd4409f,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
234,r_c2febcd4409f,uk,geopolitics,2024-09,1,2,0,0.0,0.0,0,1.0,1,1,0.0,0,-1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,0,0
235,r_c2febcd4409f,uk,geopolitics,2024-09,0,1,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,1,0,0,1,0,0,1,1,1,1,0,-1,0,0,0,0,0
236,r_c2febcd4409f,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
237,r_c2febcd4409f,uk,geopolitics,2024-09,0,2,0,0.0,0.0,0,0.0,2,1,0.0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0
238,r_ca112f63a7ca,uk,geopolitics,2024-09,0,3,0,0.0,0.0,0,0.0,1,3,0.0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
239,r_ec753e4eb45e,uk,geopolitics,2024-09,0,4,0,0.0,0.0,0,0.0,1,4,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
240,r_cb9fa68b0f2a,uk,geopolitics,2024-09,2,2,0,2.0,0.0,2,2.0,2,0,0.0,2,0,0,0,0,2,0,0,1,2,-1,1,2,1,0,1,0,0,0,0,0,0,0
241,r_eeedfbdf9b14,uk,geopolitics,2024-09,0,4,0,0.0,0.0,0,0.0,0,3,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
242,r_362ec60b3cf6,uk,geopolitics,2024-09,1,1,0,2.0,0.0,0,2.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
243,r_262205a8f55b,uk,geopolitics,2024-09,0,3,0,0.0,1.0,0,0.0,1,2,0.0,2,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0
244,r_9df04c8a5e0c,uk,geopolitics,2024-09,1,1,0,1.0,0.0,1,2.0,1,0,0.0,2,2,1,0,0,1,1,0,0,1,-1,0,1,-1,1,1,0,-1,0,0,0,0,0
245,r_cefc07ccb086,uk,geopolitics,2024-09,0,1,2,1.0,1.0,1,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
246,r_9ad9dbe9e915,uk,geopolitics,2024-09,1,0,0,0.0,0.0,0,2.0,2,0,0.0,3,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
247,r_80b5692ae2f7,uk,geopolitics,2024-09,0,4,0,0.0,1.0,0,0.0,0,4,1.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
248,r_76ae4411ccd6,uk,geopolitics,2024-09,1,3,0,0.0,0.0,0,1.0,0,3,0.0,1,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
249,r_779e3094075a,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
250,r_b282b7a9cc2e,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
251,r_c2febcd4409f,uk,geopolitics,2024-09,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
252,r_ca112f63a7ca,uk,geopolitics,2024-09,0,3,0,0.0,0.0,0,1.0,1,2,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
253,r_ec753e4eb45e,uk,geopolitics,2024-09,0,3,0,0.0,0.0,0,1.0,1,3,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
254,r_cb9fa68b0f2a,uk,geopolitics,2024-09,1,1,0,2.0,0.0,2,0.0,1,1,0.0,2,0,1,0,0,2,0,0,0,1,0,1,2,0,0,1,0,0,0,0,0,0,0
255,r_eeedfbdf9b14,uk,geopolitics,2024-09,0,3,0,0.0,0.0,0,1.0,1,3,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
256,r_362ec60b3cf6,uk,geopolitics,2024-09,0,1,0,2.0,0.0,0,0.0,2,0,0.0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0
257,r_987b87c71033,uk,geopolitics,2023-10,0,0,0,0.0,0.0,3,0.0,2,0,0.0,0,0,2,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,2,0,0,0
258,r_b5722c32685e,uk,geopolitics,2023-10,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
259,r_987b87c71033,uk,geopolitics,2023-10,0,0,0,0.0,0.0,0,0.0,1,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
260,r_c1e2ba226032,uk,geopolitics,2023-10,2,0,0,0.0,0.0,0,2.0,2,0,0.0,0,0,0,0,0,2,2,1,0,2,0,0,0,1,0,1,0,0,0,0,0,0,0
261,r_cb9fa68b0f2a,uk,geopolitics,2023-10,2,0,0,0.0,0.0,0,3.0,1,0,0.0,0,0,1,0,0,0,2,3,0,0,0,-1,1,1,3,3,0,-1,0,3,0,0,0
262,r_3905665cb2a2,uk,geopolitics,2023-10,2,0,0,0.0,0.0,0,2.0,3,0,0.0,1,0,0,0,0,0,2,3,1,1,0,-1,1,0,0,3,0,0,0,0,0,0,0
263,r_d2023bab7d41,uk,geopolitics,2023-10,2,1,0,0.0,0.0,0,1.0,0,0,0.0,0,-2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-1,0,0,0,0,0,0
264,r_3905665cb2a2,uk,geopolitics,2023-10,2,0,0,0.0,0.0,0,2.0,2,0,0.0,1,-1,0,0,0,0,1,2,1,0,0,-1,0,-1,0,3,0,0,0,1,0,0,0
265,r_d2023bab7d41,ru,geopolitics,2023-10,1,1,0,0.0,0.0,0,1.0,1,1,0.0,0,-1,0,0,0,0,2,0,0,1,0,0,1,0,0,0,-1,0,0,0,0,0,0
266,r_cb9fa68b0f2a,uk,geopolitics,2023-10,1,0,2,0.0,0.0,0,0.0,1,0,0.0,0,1,0,0,1,2,0,3,0,0,1,-1,0,0,0,2,0,-1,1,1,0,1,0
267,r_cb9fa68b0f2a,uk,geopolitics,2023-10,1,1,0,0.0,0.0,0,1.0,2,1,0.0,0,-1,0,0,0,0,1,1,0,1,0,0,1,0,1,1,0,0,0,1,0,0,0
268,r_cb9fa68b0f2a,uk,geopolitics,2023-10,0,0,0,0.0,0.0,0,0.0,3,0,0.0,1,0,0,0,0,0,2,2,1,0,0,-1,0,0,0,2,0,0,0,0,0,0,0
269,r_cb9fa68b0f2a,uk,geopolitics,2023-10,2,0,0,0.0,0.0,0,0.0,2,0,0.0,0,-1,0,0,0,2,1,0,0,1,0,0,0,0,1,2,0,0,0,1,0,0,0
270,r_cb9fa68b0f2a,uk,geopolitics,2023-10,1,1,0,0.0,0.0,0,1.0,1,0,0.0,0,-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
271,r_cb9fa68b0f2a,uk,geopolitics,2023-10,0,0,0,0.0,0.0,0,0.0,2,0,0.0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,1,2,0,0,0,1,0,0,0
